total 37651100
-rw-r--r--    1 alprod     700569 Jan 11  2002 ab0727.edir
-rw-r--r--    1 alprod     616653 Jan 11  2002 ab0728.edir
-rw-r--r--    1 alprod     581632 Jan 11  2002 ab0729.edir
-rw-r--r--    1 alprod     761238 Jan 11  2002 ab0730.edir
-rw-r--r--    1 alprod     699354 Jan 11  2002 ab0731.edir
-rw-r--r--    1 alprod     710289 Jan 11  2002 ab0732.edir
-rw-r--r--    1 alprod     669789 Jan 11  2002 ab0733.edir
-rw-r--r--    1 alprod     657234 Jan 11  2002 ab0734.edir
-rw-r--r--    1 alprod     749979 Jan 11  2002 ab0735.edir
-rw-r--r--    1 alprod     599562 Jan 11  2002 ab0736.edir
-rw-r--r--    1 alprod     718389 Jan 11  2002 ab0737.edir
-rw-r--r--    1 alprod     737829 Jan 11  2002 ab0738.edir
-rw-r--r--    1 alprod     357210 Jan 11  2002 ab0739.edir
-rw-r--r--    1 alprod     507870 Jan 11  2002 ab0740.edir
-rw-r--r--    1 alprod     707535 Jan 11  2002 ab0741.edir
-rw-r--r--    1 alprod     685098 Jan 11  2002 ab0742.edir
-rw-r--r--    1 alprod     529416 Jan 11  2002 ab0743.edir
-rw-r--r--    1 alprod     479520 Jan 11  2002 ab0744.edir
-rw-r--r--    1 alprod     692469 Jan 11  2002 ab0745.edir
-rw-r--r--    1 alprod     543105 Jan 11  2002 ab0746.edir
-rw-r--r--    1 alprod     702351 Jan 11  2002 ab0747.edir
-rw-r--r--    1 alprod     744390 Jan 11  2002 ab0748.edir
-rw-r--r--    1 alprod     626616 Jan 11  2002 ab0749.edir
-rw-r--r--    1 alprod     397224 Jan 11  2002 ab0750.edir
-rw-r--r--    1 alprod     615600 Jan 11  2002 ab0751.edir
-rw-r--r--    1 alprod     577125 Jan 11  2002 ab0752.edir
-rw-r--r--    1 alprod     528039 Jan 11  2002 ab0753.edir
-rw-r--r--    1 alprod     646299 Jan 11  2002 ab0754.edir
-rw-r--r--    1 alprod     453762 Jan 11  2002 ab0755.edir
-rw-r--r--    1 alprod     711423 Jan 11  2002 ab0756.edir
-rw-r--r--    1 alprod     726813 Jan 11  2002 ab0757.edir
-rw-r--r--    1 alprod     334368 Jan 11  2002 ab0758.edir
-rw-r--r--    1 alprod     964143 Jan 11  2002 ab0829.edir
-rw-r--r--    1 alprod     928827 Jan 11  2002 ab0830.edir
-rw-r--r--    1 alprod     862488 Jan 11  2002 ab0831.edir
-rw-r--r--    1 alprod    1009422 Jan 11  2002 ab0832.edir
-rw-r--r--    1 alprod     819801 Jan 11  2002 ab0833.edir
-rw-r--r--    1 alprod     624105 Jan 11  2002 ab0834.edir
-rw-r--r--    1 alprod     851148 Jan 11  2002 ab0835.edir
-rw-r--r--    1 alprod     759699 Jan 11  2002 ab0836.edir
-rw-r--r--    1 alprod     723168 Jan 11  2002 ab0837.edir
-rw-r--r--    1 alprod     623133 Jan 11  2002 ab0838.edir
-rw-r--r--    1 alprod     244863 Jan 11  2002 ab0839.edir
-rw-r--r--    1 alprod     630990 Jan 11  2002 ab0915.edir
-rw-r--r--    1 alprod     390258 Jan 11  2002 ab0916.edir
-rw-r--r--    1 alprod     524718 Jan 11  2002 ab0917.edir
-rw-r--r--    1 alprod     551205 Jan 11  2002 ab0918.edir
-rw-r--r--    1 alprod     663957 Jan 11  2002 ab0919.edir
-rw-r--r--    1 alprod     956691 Jan 11  2002 ab0920.edir
-rw-r--r--    1 alprod     597699 Jan 11  2002 ab0921.edir
-rw-r--r--    1 alprod     436590 Jan 11  2002 ab0922.edir
-rw-r--r--    1 alprod     563922 Jan 11  2002 ab0923.edir
-rw-r--r--    1 alprod     763263 Jan 11  2002 ab0924.edir
-rw-r--r--    1 alprod     601020 Jan 11  2002 ab0925.edir
-rw-r--r--    1 alprod     664767 Jan 11  2002 ab0926.edir
-rw-r--r--    1 alprod     648081 Jan 11  2002 ab0927.edir
-rw-r--r--    1 alprod     498717 Jan 11  2002 ab0928.edir
-rw-r--r--    1 alprod     745038 Jan 11  2002 ab0929.edir
-rw-r--r--    1 alprod     518805 Jan 11  2002 ab0932.edir
-rw-r--r--    1 alprod     700326 Jan 11  2002 ab0933.edir
-rw-r--r--    1 alprod     508923 Jan 11  2002 ab0934.edir
-rw-r--r--    1 alprod     599157 Jan 11  2002 ab0935.edir
-rw-r--r--    1 alprod     543267 Jan 11  2002 ab0936.edir
-rw-r--r--    1 alprod     597537 Jan 11  2002 ab0937.edir
-rw-r--r--    1 alprod     693684 Jan 11  2002 ab0938.edir
-rw-r--r--    1 alprod     524718 Jan 11  2002 ab0939.edir
-rw-r--r--    1 alprod     595836 Jan 11  2002 ab0940.edir
-rw-r--r--    1 alprod     635283 Jan 11  2002 ab0942.edir
-rw-r--r--    1 alprod     719928 Jan 11  2002 ab0943.edir
-rw-r--r--    1 alprod     676269 Jan 11  2002 ab0944.edir
-rw-r--r--    1 alprod     752976 Jan 11  2002 ab0945.edir
-rw-r--r--    1 alprod     639738 Jan 11  2002 ab0946.edir
-rw-r--r--    1 alprod     614790 Jan 11  2002 ab0947.edir
-rw-r--r--    1 alprod     606771 Jan 11  2002 ab0948.edir
-rw-r--r--    1 alprod     571374 Jan 11  2002 ab0949.edir
-rw-r--r--    1 alprod     650754 Jan 11  2002 ab0950.edir
-rw-r--r--    1 alprod     602964 Jan 11  2002 ab0951.edir
-rw-r--r--    1 alprod     695547 Jan 11  2002 ab0952.edir
-rw-r--r--    1 alprod     776790 Jan 11  2002 ab0953.edir
-rw-r--r--    1 alprod     677160 Jan 11  2002 ab0954.edir
-rw-r--r--    1 alprod     589356 Jan 11  2002 ab0955.edir
-rw-r--r--    1 alprod     455949 Jan 11  2002 ab0956.edir
-rw-r--r--    1 alprod     657801 Jan 11  2002 ab0957.edir
-rw-r--r--    1 alprod     651321 Jan 11  2002 ab0958.edir
-rw-r--r--    1 alprod     413343 Jan 11  2002 ab0959.edir
-rw-r--r--    1 alprod     423792 Jan 11  2002 ab0960.edir
-rw-r--r--    1 alprod     770391 Jan 11  2002 ab0961.edir
-rw-r--r--    1 alprod     741231 Jan 11  2002 ab0962.edir
-rw-r--r--    1 alprod     544077 Jan 11  2002 ab0963.edir
-rw-r--r--    1 alprod     762291 Jan 11  2002 ab0964.edir
-rw-r--r--    1 alprod     696924 Jan 11  2002 ab0965.edir
-rw-r--r--    1 alprod     421038 Jan 11  2002 ab0966.edir
-rw-r--r--    1 alprod     705753 Jan 11  2002 ab0967.edir
-rw-r--r--    1 alprod     385884 Jan 11  2002 ab0968.edir
-rw-r--r--    1 alprod    1290816 Oct 25  1999 am0103.edir
-rw-r--r--    1 alprod    1304748 Oct 25  1999 am0104.edir
-rw-r--r--    1 alprod     645894 Oct 25  1999 am0105.edir
-rw-r--r--    1 alprod     304479 Oct 25  1999 am0734.edir
-rw-r--r--    1 alprod     310230 Oct 25  1999 am0735.edir
-rw-r--r--    1 alprod     310473 Oct 25  1999 am0736.edir
-rw-r--r--    1 alprod     310392 Oct 25  1999 am0737.edir
-rw-r--r--    1 alprod     326025 Oct 25  1999 am1722.edir
-rw-r--r--    1 alprod     326025 Oct 25  1999 am1723.edir
-rw-r--r--    1 alprod     326025 Oct 25  1999 am1725.edir
-rw-r--r--    1 alprod     326025 Oct 25  1999 am1726.edir
-rw-r--r--    1 alprod     326025 Oct 25  1999 am1727.edir
-rw-r--r--    1 alprod     326025 Oct 25  1999 am1729.edir
-rw-r--r--    1 alprod     326025 Oct 25  1999 am1730.edir
-rw-r--r--    1 alprod     326025 Oct 25  1999 am2467.edir
-rw-r--r--    1 alprod    1418229 Oct 25  1999 am2771.edir
-rw-r--r--    1 alprod     338823 Oct 25  1999 am2772.edir
-rw-r--r--    1 alprod    1607607 Oct 25  1999 am2779.edir
-rw-r--r--    1 alprod    1611576 Oct 25  1999 am2780.edir
-rw-r--r--    1 alprod    1232577 Oct 25  1999 am2781.edir
-rw-r--r--    1 alprod    1425195 Oct 25  1999 am2782.edir
-rw-r--r--    1 alprod    1510164 Oct 25  1999 am2791.edir
-rw-r--r--    1 alprod    1622430 Oct 25  1999 am2818.edir
-rw-r--r--    1 alprod    1291545 Oct 25  1999 am2823.edir
-rw-r--r--    1 alprod    1543941 Oct 25  1999 am2919.edir
-rw-r--r--    1 alprod     514512 Oct 25  1999 am2920.edir
-rw-r--r--    1 alprod     961632 Oct 25  1999 am2921.edir
-rw-r--r--    1 alprod     642006 Oct 25  1999 am2925.edir
-rw-r--r--    1 alprod     845883 Oct 25  1999 am2926.edir
-rw-r--r--    1 alprod     631314 Oct 25  1999 am2927.edir
-rw-r--r--    1 alprod    1232172 Oct 25  1999 am2991.edir
-rw-r--r--    1 alprod     574371 Oct 25  1999 am3020.edir
-rw-r--r--    1 alprod    1231443 Oct 25  1999 am3258.edir
-rw-r--r--    1 alprod    1241001 Oct 25  1999 am3259.edir
-rw-r--r--    1 alprod     619083 Oct 25  1999 am3260.edir
-rw-r--r--    1 alprod    1290978 Oct 25  1999 am3620.edir
-rw-r--r--    1 alprod    1302804 Oct 25  1999 am3621.edir
-rw-r--r--    1 alprod     646056 Oct 25  1999 am3622.edir
-rw-r--r--    1 alprod    1290897 Oct 25  1999 am3623.edir
-rw-r--r--    1 alprod    1304181 Oct 25  1999 am3624.edir
-rw-r--r--    1 alprod     645408 Oct 25  1999 am3625.edir
-rw-r--r--    1 alprod    1543860 Oct 25  1999 am3799.edir
-rw-r--r--    1 alprod    1551879 Oct 25  1999 am3800.edir
-rw-r--r--    1 alprod    1544022 Oct 25  1999 am4025.edir
-rw-r--r--    1 alprod    1552041 Oct 25  1999 am4026.edir
-rw-r--r--    1 alprod    1622349 Oct 25  1999 am4593.edir
-rw-r--r--    1 alprod    1634418 Oct 25  1999 am4594.edir
-rw-r--r--    1 alprod    1652643 Oct 25  1999 am4595.edir
-rw-r--r--    1 alprod    1652643 Oct 25  1999 am4596.edir
-rw-r--r--    1 alprod     326187 Oct 25  1999 am5310.edir
-rw-r--r--    1 alprod     326187 Oct 25  1999 am5311.edir
-rw-r--r--    1 alprod     326268 Oct 25  1999 am5312.edir
-rw-r--r--    1 alprod     326187 Oct 25  1999 am5313.edir
-rw-r--r--    1 alprod     326187 Oct 25  1999 am5314.edir
-rw-r--r--    1 alprod    1635147 Oct 25  1999 am5315.edir
-rw-r--r--    1 alprod     308529 Oct 25  1999 am5705.edir
-rw-r--r--    1 alprod     326268 Oct 25  1999 am5706.edir
-rw-r--r--    1 alprod     326268 Oct 25  1999 am5707.edir
-rw-r--r--    1 alprod     325539 Oct 25  1999 am5708.edir
-rw-r--r--    1 alprod     308448 Oct 25  1999 am5709.edir
-rw-r--r--    1 alprod     326025 Oct 25  1999 am5710.edir
-rw-r--r--    1 alprod     961470 Oct 25  1999 am6317.edir
-rw-r--r--    1 alprod     975645 Oct 25  1999 am6318.edir
-rw-r--r--    1 alprod     975159 Oct 25  1999 am6319.edir
-rw-r--r--    1 alprod     316872 Oct 25  1999 am6320.edir
-rw-r--r--    1 alprod     962037 Oct 25  1999 am6321.edir
-rw-r--r--    1 alprod     975078 Oct 25  1999 am6350.edir
-rw-r--r--    1 alprod    1223262 Oct 25  1999 am6351.edir
-rw-r--r--    1 alprod    1292274 Oct 25  1999 am6353.edir
-rw-r--r--    1 alprod    1305396 Oct 25  1999 am6354.edir
-rw-r--r--    1 alprod     644436 Oct 25  1999 am6355.edir
-rw-r--r--    1 alprod     962280 Oct 25  1999 am6356.edir
-rw-r--r--    1 alprod    1221318 Oct 25  1999 am6357.edir
-rw-r--r--    1 alprod     975483 Oct 25  1999 am6358.edir
-rw-r--r--    1 alprod     961551 Oct 25  1999 am6359.edir
-rw-r--r--    1 alprod     976293 Oct 25  1999 am6360.edir
-rw-r--r--    1 alprod     974997 Oct 25  1999 am6361.edir
-rw-r--r--    1 alprod     317115 Oct 25  1999 am6362.edir
-rw-r--r--    1 alprod    1208763 Oct 25  1999 am6363.edir
-rw-r--r--    1 alprod     975483 Oct 25  1999 am6364.edir
-rw-r--r--    1 alprod     974916 Oct 25  1999 am6365.edir
-rw-r--r--    1 alprod     962199 Oct 25  1999 am6366.edir
-rw-r--r--    1 alprod     975240 Oct 25  1999 am6367.edir
-rw-r--r--    1 alprod     975159 Oct 25  1999 am6368.edir
-rw-r--r--    1 alprod     961956 Oct 25  1999 am6369.edir
-rw-r--r--    1 alprod     975969 Oct 25  1999 am6370.edir
-rw-r--r--    1 alprod    1222452 Oct 25  1999 am6371.edir
-rw-r--r--    1 alprod     316629 Oct 25  1999 am6372.edir
-rw-r--r--    1 alprod     961875 Oct 25  1999 am6704.edir
-rw-r--r--    1 alprod     975483 Oct 25  1999 am6705.edir
-rw-r--r--    1 alprod     975726 Oct 25  1999 am6706.edir
-rw-r--r--    1 alprod     316710 Oct 25  1999 am6707.edir
-rw-r--r--    1 alprod     961551 Oct 25  1999 am6708.edir
-rw-r--r--    1 alprod     974835 Oct 25  1999 am6709.edir
-rw-r--r--    1 alprod     975564 Oct 25  1999 am6710.edir
-rw-r--r--    1 alprod     316386 Oct 25  1999 am6711.edir
-rw-r--r--    1 alprod     961146 Oct 25  1999 am6730.edir
-rw-r--r--    1 alprod     975483 Oct 25  1999 am6731.edir
-rw-r--r--    1 alprod     974754 Oct 25  1999 am6732.edir
-rw-r--r--    1 alprod     317034 Oct 25  1999 am6733.edir
-rw-r--r--    1 alprod    1611657 Oct 25  1999 am6806.edir
-rw-r--r--    1 alprod    1611819 Oct 25  1999 am6807.edir
-rw-r--r--    1 alprod    1236303 Oct 25  1999 as0035_10.edir
-rw-r--r--    1 alprod    1074627 Oct 25  1999 as0035_11.edir
-rw-r--r--    1 alprod    1144854 Oct 25  1999 as0035_12.edir
-rw-r--r--    1 alprod    1086777 Oct 25  1999 as0035_13.edir
-rw-r--r--    1 alprod    1166157 Oct 25  1999 as0035_14.edir
-rw-r--r--    1 alprod    1128897 Oct 25  1999 as0035_15.edir
-rw-r--r--    1 alprod    1000431 Oct 25  1999 as0035_16.edir
-rw-r--r--    1 alprod    1134000 Oct 25  1999 as0035_17.edir
-rw-r--r--    1 alprod     980991 Oct 25  1999 as0035_18.edir
-rw-r--r--    1 alprod    1033884 Oct 25  1999 as0035_19.edir
-rw-r--r--    1 alprod    1086291 Oct 25  1999 as0035_2.edir
-rw-r--r--    1 alprod    1008855 Oct 25  1999 as0035_3.edir
-rw-r--r--    1 alprod    1693548 Oct 25  1999 as0035_4.edir
-rw-r--r--    1 alprod    1749762 Oct 25  1999 as0035_5.edir
-rw-r--r--    1 alprod    1198476 Oct 25  1999 as0035_6.edir
-rw-r--r--    1 alprod    1194912 Oct 25  1999 as0035_7.edir
-rw-r--r--    1 alprod    1213299 Oct 25  1999 as0035_8.edir
-rw-r--r--    1 alprod    1260198 Oct 25  1999 as0035_9.edir
-rw-r--r--    1 alprod     760914 Oct 25  1999 as0037_1.edir
-rw-r--r--    1 alprod     734913 Oct 25  1999 as0037_10.edir
-rw-r--r--    1 alprod     596646 Oct 25  1999 as0037_11.edir
-rw-r--r--    1 alprod     781326 Oct 25  1999 as0037_12.edir
-rw-r--r--    1 alprod     910116 Oct 25  1999 as0037_13.edir
-rw-r--r--    1 alprod     715392 Oct 25  1999 as0037_14.edir
-rw-r--r--    1 alprod     784728 Oct 25  1999 as0037_15.edir
-rw-r--r--    1 alprod     937251 Oct 25  1999 as0037_16.edir
-rw-r--r--    1 alprod     915300 Oct 25  1999 as0037_17.edir
-rw-r--r--    1 alprod     665496 Oct 25  1999 as0037_18.edir
-rw-r--r--    1 alprod     451494 Oct 25  1999 as0037_19.edir
-rw-r--r--    1 alprod     890595 Oct 25  1999 as0037_2.edir
-rw-r--r--    1 alprod     512163 Oct 25  1999 as0037_20.edir
-rw-r--r--    1 alprod     749736 Oct 25  1999 as0037_21.edir
-rw-r--r--    1 alprod     955476 Oct 25  1999 as0037_22.edir
-rw-r--r--    1 alprod     699354 Oct 25  1999 as0037_23.edir
-rw-r--r--    1 alprod     701298 Oct 25  1999 as0037_24.edir
-rw-r--r--    1 alprod     833004 Oct 25  1999 as0037_25.edir
-rw-r--r--    1 alprod     884763 Oct 25  1999 as0037_26.edir
-rw-r--r--    1 alprod     847098 Oct 25  1999 as0037_27.edir
-rw-r--r--    1 alprod     802224 Oct 25  1999 as0037_28.edir
-rw-r--r--    1 alprod     686718 Oct 25  1999 as0037_29.edir
-rw-r--r--    1 alprod     548775 Oct 25  1999 as0037_3.edir
-rw-r--r--    1 alprod     674406 Oct 25  1999 as0037_30.edir
-rw-r--r--    1 alprod     518805 Oct 25  1999 as0037_4.edir
-rw-r--r--    1 alprod     687123 Oct 25  1999 as0037_5.edir
-rw-r--r--    1 alprod     929799 Oct 25  1999 as0037_6.edir
-rw-r--r--    1 alprod     717012 Oct 25  1999 as0037_7.edir
-rw-r--r--    1 alprod     755001 Oct 25  1999 as0037_8.edir
-rw-r--r--    1 alprod     793800 Oct 25  1999 as0037_9.edir
-rw-r--r--    1 alprod     440397 Oct 25  1999 as0038_1.edir
-rw-r--r--    1 alprod     475227 Oct 25  1999 as0038_10.edir
-rw-r--r--    1 alprod     540918 Oct 25  1999 as0038_11.edir
-rw-r--r--    1 alprod     839889 Oct 25  1999 as0038_2.edir
-rw-r--r--    1 alprod     658530 Oct 25  1999 as0038_3.edir
-rw-r--r--    1 alprod     517995 Oct 25  1999 as0038_4.edir
-rw-r--r--    1 alprod     809271 Oct 25  1999 as0038_5.edir
-rw-r--r--    1 alprod     511434 Oct 25  1999 as0038_6.edir
-rw-r--r--    1 alprod     739125 Oct 25  1999 as0038_7.edir
-rw-r--r--    1 alprod     682992 Oct 25  1999 as0038_8.edir
-rw-r--r--    1 alprod     664605 Oct 25  1999 as0038_9.edir
-rw-r--r--    1 alprod     774279 Jan 11  2002 as0049_1.edir
-rw-r--r--    1 alprod     760833 Oct 25  1999 as0049_10.edir
-rw-r--r--    1 alprod     890595 Oct 25  1999 as0049_11.edir
-rw-r--r--    1 alprod     548775 Oct 25  1999 as0049_12.edir
-rw-r--r--    1 alprod     835272 Oct 25  1999 as0049_13.edir
-rw-r--r--    1 alprod     687042 Oct 25  1999 as0049_14.edir
-rw-r--r--    1 alprod     929475 Oct 25  1999 as0049_15.edir
-rw-r--r--    1 alprod     164835 Oct 25  1999 as0049_16.edir
-rw-r--r--    1 alprod     585792 Oct 25  1999 as0049_17.edir
-rw-r--r--    1 alprod     459513 Oct 25  1999 as0049_18.edir
-rw-r--r--    1 alprod     738882 Jan 11  2002 as0049_2.edir
-rw-r--r--    1 alprod     682911 Jan 11  2002 as0049_3.edir
-rw-r--r--    1 alprod     475146 Jan 11  2002 as0049_4.edir
-rw-r--r--    1 alprod     750789 Jan 11  2002 as0049_5.edir
-rw-r--r--    1 alprod     764883 Jan 11  2002 as0049_6.edir
-rw-r--r--    1 alprod     576882 Jan 11  2002 as0049_7.edir
-rw-r--r--    1 alprod     631071 Jan 11  2002 as0049_8.edir
-rw-r--r--    1 alprod     901854 Jan 11  2002 as0049_9.edir
-rw-r--r--    1 alprod     274509 Oct 25  1999 as0062_24.edir
-rw-r--r--    1 alprod     738882 Oct 25  1999 as0062_25.edir
-rw-r--r--    1 alprod     624996 Oct 25  1999 as0062_26.edir
-rw-r--r--    1 alprod     915219 Oct 25  1999 as0062_27.edir
-rw-r--r--    1 alprod     907362 Oct 25  1999 as0062_28.edir
-rw-r--r--    1 alprod     753543 Oct 25  1999 as0062_29.edir
-rw-r--r--    1 alprod    1103301 Oct 25  1999 as0062_30.edir
-rw-r--r--    1 alprod     607500 Oct 25  1999 as0062_31.edir
-rw-r--r--    1 alprod     601992 Oct 25  1999 as0062_32.edir
-rw-r--r--    1 alprod     543915 Oct 25  1999 as0062_33.edir
-rw-r--r--    1 alprod     605718 Oct 25  1999 as0062_34.edir
-rw-r--r--    1 alprod     780030 Oct 25  1999 as0062_35.edir
-rw-r--r--    1 alprod     309015 Oct 25  1999 au0004_1.edir
-rw-r--r--    1 alprod     326673 Oct 25  1999 au0004_10.edir
-rw-r--r--    1 alprod     309177 Oct 25  1999 au0004_11.edir
-rw-r--r--    1 alprod     326349 Oct 25  1999 au0004_12.edir
-rw-r--r--    1 alprod     326592 Oct 25  1999 au0004_13.edir
-rw-r--r--    1 alprod     326430 Oct 25  1999 au0004_14.edir
-rw-r--r--    1 alprod     326673 Oct 25  1999 au0004_15.edir
-rw-r--r--    1 alprod     326430 Oct 25  1999 au0004_16.edir
-rw-r--r--    1 alprod     326268 Oct 25  1999 au0004_17.edir
-rw-r--r--    1 alprod     326592 Oct 25  1999 au0004_18.edir
-rw-r--r--    1 alprod     327240 Oct 25  1999 au0004_19.edir
-rw-r--r--    1 alprod     326592 Oct 25  1999 au0004_2.edir
-rw-r--r--    1 alprod     326268 Oct 25  1999 au0004_20.edir
-rw-r--r--    1 alprod     308934 Oct 25  1999 au0004_21.edir
-rw-r--r--    1 alprod     326916 Oct 25  1999 au0004_22.edir
-rw-r--r--    1 alprod     326754 Oct 25  1999 au0004_23.edir
-rw-r--r--    1 alprod     326268 Oct 25  1999 au0004_24.edir
-rw-r--r--    1 alprod     326349 Oct 25  1999 au0004_25.edir
